p1,p2,g,alg,alarm,t,l,false_alarm,delay
0.01,0.01,50,random,logistic_topr,34,1,1,0
0.01,0.01,50,random,logistic_topr,22,1,1,0
0.01,0.01,50,random,logistic_topr,60,5,0,10
0.01,0.01,50,random,logistic_topr,122,1,0,72
0.01,0.01,50,random,logistic_topr,45,2,1,0
0.01,0.01,50,random,logistic_topr,41,3,1,0
0.01,0.01,50,random,logistic_topr,19,3,1,0
0.01,0.01,50,random,logistic_topr,30,1,1,0
0.01,0.01,50,random,logistic_topr,90,5,0,40
0.01,0.01,50,random,logistic_topr,40,2,1,0
0.01,0.01,50,random,logistic_topr,97,1,0,47
0.01,0.01,50,random,logistic_topr,5,3,1,0
0.01,0.01,50,random,logistic_topr,34,2,1,0
0.01,0.01,50,random,logistic_topr,43,3,1,0
0.01,0.01,50,random,logistic_topr,34,1,1,0
0.01,0.01,50,random,logistic_topr,63,4,0,13
0.01,0.01,50,random,logistic_topr,52,2,0,2
0.01,0.01,50,random,logistic_topr,68,5,0,18
0.01,0.01,50,random,logistic_topr,39,4,1,0
0.01,0.01,50,random,logistic_topr,100,5,0,50
0.01,0.01,50,random,logistic_topr,72,5,0,22
0.01,0.01,50,random,logistic_topr,25,5,1,0
0.01,0.01,50,random,logistic_topr,46,5,1,0
0.01,0.01,50,random,logistic_topr,74,4,0,24
0.01,0.01,50,random,logistic_topr,72,1,0,22
0.01,0.01,50,random,logistic_topr,27,3,1,0
0.01,0.01,50,random,logistic_topr,81,1,0,31
0.01,0.01,50,random,logistic_topr,60,1,0,10
0.01,0.01,50,random,logistic_topr,34,4,1,0
0.01,0.01,50,random,logistic_topr,61,1,0,11
0.01,0.01,50,random,logistic_topr,21,4,1,0
0.01,0.01,50,random,logistic_topr,87,1,0,37
0.01,0.01,50,random,logistic_topr,65,1,0,15
0.01,0.01,50,random,logistic_topr,24,3,1,0
0.01,0.01,50,random,logistic_topr,104,1,0,54
0.01,0.01,50,random,logistic_topr,82,4,0,32
0.01,0.01,50,random,logistic_topr,23,4,1,0
0.01,0.01,50,random,logistic_topr,81,5,0,31
0.01,0.01,50,random,logistic_topr,24,3,1,0
0.01,0.01,50,random,logistic_topr,17,3,1,0
0.01,0.01,50,random,logistic_topr,29,4,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,49,5,1,0
0.01,0.01,50,random,logistic_topr,70,2,0,20
0.01,0.01,50,random,logistic_topr,36,2,1,0
0.01,0.01,50,random,logistic_topr,26,3,1,0
0.01,0.01,50,random,logistic_topr,41,2,1,0
0.01,0.01,50,random,logistic_topr,45,4,1,0
0.01,0.01,50,random,logistic_topr,92,1,0,42
0.01,0.01,50,random,logistic_topr,55,4,0,5
0.01,0.01,50,random,logistic_topr,46,3,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,109,1,0,59
0.01,0.01,50,random,logistic_topr,93,1,0,43
0.01,0.01,50,random,logistic_topr,111,1,0,61
0.01,0.01,50,random,logistic_topr,52,1,0,2
0.01,0.01,50,random,logistic_topr,3,2,1,0
0.01,0.01,50,random,logistic_topr,67,3,0,17
0.01,0.01,50,random,logistic_topr,81,1,0,31
0.01,0.01,50,random,logistic_topr,54,2,0,4
0.01,0.01,50,random,logistic_topr,46,5,1,0
0.01,0.01,50,random,logistic_topr,26,2,1,0
0.01,0.01,50,random,logistic_topr,24,4,1,0
0.01,0.01,50,random,logistic_topr,22,2,1,0
0.01,0.01,50,random,logistic_topr,68,2,0,18
0.01,0.01,50,random,logistic_topr,123,2,0,73
0.01,0.01,50,random,logistic_topr,31,4,1,0
0.01,0.01,50,random,logistic_topr,100,1,0,50
0.01,0.01,50,random,logistic_topr,54,5,0,4
0.01,0.01,50,random,logistic_topr,17,1,1,0
0.01,0.01,50,random,logistic_topr,16,1,1,0
0.01,0.01,50,random,logistic_topr,41,4,1,0
0.01,0.01,50,random,logistic_topr,28,3,1,0
0.01,0.01,50,random,logistic_topr,80,1,0,30
0.01,0.01,50,random,logistic_topr,22,4,1,0
0.01,0.01,50,random,logistic_topr,19,3,1,0
0.01,0.01,50,random,logistic_topr,35,4,1,0
0.01,0.01,50,random,logistic_topr,70,1,0,20
0.01,0.01,50,random,logistic_topr,71,4,0,21
0.01,0.01,50,random,logistic_topr,29,3,1,0
0.01,0.01,50,random,logistic_topr,33,4,1,0
0.01,0.01,50,random,logistic_topr,63,1,0,13
0.01,0.01,50,random,logistic_topr,51,2,0,1
0.01,0.01,50,random,logistic_topr,52,2,0,2
0.01,0.01,50,random,logistic_topr,72,5,0,22
0.01,0.01,50,random,logistic_topr,23,1,1,0
0.01,0.01,50,random,logistic_topr,82,1,0,32
0.01,0.01,50,random,logistic_topr,48,5,1,0
0.01,0.01,50,random,logistic_topr,60,1,0,10
0.01,0.01,50,random,logistic_topr,46,3,1,0
0.01,0.01,50,random,logistic_topr,31,5,1,0
0.01,0.01,50,random,logistic_topr,21,1,1,0
0.01,0.01,50,random,logistic_topr,22,2,1,0
0.01,0.01,50,random,logistic_topr,60,4,0,10
0.01,0.01,50,random,logistic_topr,32,1,1,0
0.01,0.01,50,random,logistic_topr,68,1,0,18
0.01,0.01,50,random,logistic_topr,44,3,1,0
0.01,0.01,50,random,logistic_topr,3,2,1,0
0.01,0.01,50,random,logistic_topr,81,1,0,31
0.01,0.01,50,random,logistic_topr,12,1,1,0
0.01,0.01,50,random,logistic_topr,81,5,0,31
0.01,0.01,50,random,logistic_topr,89,5,0,39
0.01,0.01,50,random,logistic_topr,14,2,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,30,2,1,0
0.01,0.01,50,random,logistic_topr,71,3,0,21
0.01,0.01,50,random,logistic_topr,93,1,0,43
0.01,0.01,50,random,logistic_topr,35,2,1,0
0.01,0.01,50,random,logistic_topr,51,2,0,1
0.01,0.01,50,random,logistic_topr,81,5,0,31
0.01,0.01,50,random,logistic_topr,92,1,0,42
0.01,0.01,50,random,logistic_topr,29,1,1,0
0.01,0.01,50,random,logistic_topr,81,1,0,31
0.01,0.01,50,random,logistic_topr,114,1,0,64
0.01,0.01,50,random,logistic_topr,103,1,0,53
0.01,0.01,50,random,logistic_topr,23,5,1,0
0.01,0.01,50,random,logistic_topr,26,4,1,0
0.01,0.01,50,random,logistic_topr,22,1,1,0
0.01,0.01,50,random,logistic_topr,46,4,1,0
0.01,0.01,50,random,logistic_topr,44,2,1,0
0.01,0.01,50,random,logistic_topr,23,2,1,0
0.01,0.01,50,random,logistic_topr,56,5,0,6
0.01,0.01,50,random,logistic_topr,75,1,0,25
0.01,0.01,50,random,logistic_topr,31,4,1,0
0.01,0.01,50,random,logistic_topr,69,4,0,19
0.01,0.01,50,random,logistic_topr,37,1,1,0
0.01,0.01,50,random,logistic_topr,73,5,0,23
0.01,0.01,50,random,logistic_topr,21,2,1,0
0.01,0.01,50,random,logistic_topr,40,5,1,0
0.01,0.01,50,random,logistic_topr,51,3,0,1
0.01,0.01,50,random,logistic_topr,56,1,0,6
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,14,1,1,0
0.01,0.01,50,random,logistic_topr,55,1,0,5
0.01,0.01,50,random,logistic_topr,81,2,0,31
0.01,0.01,50,random,logistic_topr,88,5,0,38
0.01,0.01,50,random,logistic_topr,51,1,0,1
0.01,0.01,50,random,logistic_topr,33,1,1,0
0.01,0.01,50,random,logistic_topr,79,1,0,29
0.01,0.01,50,random,logistic_topr,42,2,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,26,3,1,0
0.01,0.01,50,random,logistic_topr,64,4,0,14
0.01,0.01,50,random,logistic_topr,19,3,1,0
0.01,0.01,50,random,logistic_topr,50,4,0,0
0.01,0.01,50,random,logistic_topr,48,3,1,0
0.01,0.01,50,random,logistic_topr,28,3,1,0
0.01,0.01,50,random,logistic_topr,79,1,0,29
0.01,0.01,50,random,logistic_topr,65,4,0,15
0.01,0.01,50,random,logistic_topr,24,2,1,0
0.01,0.01,50,random,logistic_topr,84,1,0,34
0.01,0.01,50,random,logistic_topr,36,5,1,0
0.01,0.01,50,random,logistic_topr,57,5,0,7
0.01,0.01,50,random,logistic_topr,88,1,0,38
0.01,0.01,50,random,logistic_topr,11,1,1,0
0.01,0.01,50,random,logistic_topr,28,5,1,0
0.01,0.01,50,random,logistic_topr,60,4,0,10
0.01,0.01,50,random,logistic_topr,16,2,1,0
0.01,0.01,50,random,logistic_topr,87,4,0,37
0.01,0.01,50,random,logistic_topr,53,2,0,3
0.01,0.01,50,random,logistic_topr,82,1,0,32
0.01,0.01,50,random,logistic_topr,94,1,0,44
0.01,0.01,50,random,logistic_topr,68,1,0,18
0.01,0.01,50,random,logistic_topr,38,2,1,0
0.01,0.01,50,random,logistic_topr,67,2,0,17
0.01,0.01,50,random,logistic_topr,44,5,1,0
0.01,0.01,50,random,logistic_topr,42,3,1,0
0.01,0.01,50,random,logistic_topr,59,1,0,9
0.01,0.01,50,random,logistic_topr,57,3,0,7
0.01,0.01,50,random,logistic_topr,73,4,0,23
0.01,0.01,50,random,logistic_topr,90,4,0,40
0.01,0.01,50,random,logistic_topr,35,1,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,124,1,0,74
0.01,0.01,50,random,logistic_topr,50,2,0,0
0.01,0.01,50,random,logistic_topr,50,1,0,0
0.01,0.01,50,random,logistic_topr,27,3,1,0
0.01,0.01,50,random,logistic_topr,60,1,0,10
0.01,0.01,50,random,logistic_topr,29,1,1,0
0.01,0.01,50,random,logistic_topr,62,4,0,12
0.01,0.01,50,random,logistic_topr,85,4,0,35
0.01,0.01,50,random,logistic_topr,32,2,1,0
0.01,0.01,50,random,logistic_topr,79,2,0,29
0.01,0.01,50,random,logistic_topr,87,3,0,37
0.01,0.01,50,random,logistic_topr,24,3,1,0
0.01,0.01,50,random,logistic_topr,43,2,1,0
0.01,0.01,50,random,logistic_topr,69,1,0,19
0.01,0.01,50,random,logistic_topr,24,5,1,0
0.01,0.01,50,random,logistic_topr,38,2,1,0
0.01,0.01,50,random,logistic_topr,70,5,0,20
0.01,0.01,50,random,logistic_topr,30,5,1,0
0.01,0.01,50,random,logistic_topr,65,2,0,15
0.01,0.01,50,random,logistic_topr,27,1,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,28,3,1,0
0.01,0.01,50,random,logistic_topr,39,2,1,0
0.01,0.01,50,random,logistic_topr,109,1,0,59
0.01,0.01,50,random,logistic_topr,46,3,1,0
0.01,0.01,50,random,logistic_topr,19,3,1,0
0.01,0.01,50,random,logistic_topr,22,2,1,0
0.01,0.01,50,random,logistic_topr,101,1,0,51
0.01,0.01,50,random,logistic_topr,38,5,1,0
0.01,0.01,50,random,logistic_topr,23,3,1,0
0.01,0.01,50,random,logistic_topr,44,4,1,0
0.01,0.01,50,random,logistic_topr,34,1,1,0
0.01,0.01,50,random,logistic_topr,82,5,0,32
0.01,0.01,50,random,logistic_topr,41,2,1,0
0.01,0.01,50,random,logistic_topr,33,2,1,0
0.01,0.01,50,random,logistic_topr,30,1,1,0
0.01,0.01,50,random,logistic_topr,36,2,1,0
0.01,0.01,50,random,logistic_topr,42,2,1,0
0.01,0.01,50,random,logistic_topr,26,5,1,0
0.01,0.01,50,random,logistic_topr,38,5,1,0
0.01,0.01,50,random,logistic_topr,84,5,0,34
0.01,0.01,50,random,logistic_topr,64,4,0,14
0.01,0.01,50,random,logistic_topr,28,1,1,0
0.01,0.01,50,random,logistic_topr,58,3,0,8
0.01,0.01,50,random,logistic_topr,38,5,1,0
0.01,0.01,50,random,logistic_topr,28,1,1,0
0.01,0.01,50,random,logistic_topr,72,1,0,22
0.01,0.01,50,random,logistic_topr,69,1,0,19
0.01,0.01,50,random,logistic_topr,82,1,0,32
0.01,0.01,50,random,logistic_topr,71,1,0,21
0.01,0.01,50,random,logistic_topr,32,1,1,0
0.01,0.01,50,random,logistic_topr,77,3,0,27
0.01,0.01,50,random,logistic_topr,32,3,1,0
0.01,0.01,50,random,logistic_topr,23,3,1,0
0.01,0.01,50,random,logistic_topr,45,2,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,35,1,1,0
0.01,0.01,50,random,logistic_topr,25,2,1,0
0.01,0.01,50,random,logistic_topr,107,1,0,57
0.01,0.01,50,random,logistic_topr,36,5,1,0
0.01,0.01,50,random,logistic_topr,36,3,1,0
0.01,0.01,50,random,logistic_topr,64,4,0,14
0.01,0.01,50,random,logistic_topr,93,3,0,43
0.01,0.01,50,random,logistic_topr,77,3,0,27
0.01,0.01,50,random,logistic_topr,30,4,1,0
0.01,0.01,50,random,logistic_topr,63,1,0,13
0.01,0.01,50,random,logistic_topr,28,5,1,0
0.01,0.01,50,random,logistic_topr,99,1,0,49
0.01,0.01,50,random,logistic_topr,32,4,1,0
0.01,0.01,50,random,logistic_topr,16,1,1,0
0.01,0.01,50,random,logistic_topr,35,4,1,0
0.01,0.01,50,random,logistic_topr,41,3,1,0
0.01,0.01,50,random,logistic_topr,28,5,1,0
0.01,0.01,50,random,logistic_topr,88,1,0,38
0.01,0.01,50,random,logistic_topr,61,1,0,11
0.01,0.01,50,random,logistic_topr,24,3,1,0
0.01,0.01,50,random,logistic_topr,78,2,0,28
0.01,0.01,50,random,logistic_topr,31,1,1,0
0.01,0.01,50,random,logistic_topr,26,3,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,65,4,0,15
0.01,0.01,50,random,logistic_topr,120,1,0,70
0.01,0.01,50,random,logistic_topr,63,5,0,13
0.01,0.01,50,random,logistic_topr,117,1,0,67
0.01,0.01,50,random,logistic_topr,55,2,0,5
0.01,0.01,50,random,logistic_topr,55,1,0,5
0.01,0.01,50,random,logistic_topr,80,3,0,30
0.01,0.01,50,random,logistic_topr,100,5,0,50
0.01,0.01,50,random,logistic_topr,29,2,1,0
0.01,0.01,50,random,logistic_topr,16,3,1,0
0.01,0.01,50,random,logistic_topr,25,2,1,0
0.01,0.01,50,random,logistic_topr,32,1,1,0
0.01,0.01,50,random,logistic_topr,84,1,0,34
0.01,0.01,50,random,logistic_topr,26,2,1,0
0.01,0.01,50,random,logistic_topr,26,3,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,82,3,0,32
0.01,0.01,50,random,logistic_topr,107,1,0,57
0.01,0.01,50,random,logistic_topr,46,4,1,0
0.01,0.01,50,random,logistic_topr,30,3,1,0
0.01,0.01,50,random,logistic_topr,25,5,1,0
0.01,0.01,50,random,logistic_topr,92,1,0,42
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,36,1,1,0
0.01,0.01,50,random,logistic_topr,39,4,1,0
0.01,0.01,50,random,logistic_topr,28,1,1,0
0.01,0.01,50,random,logistic_topr,52,4,0,2
0.01,0.01,50,random,logistic_topr,77,3,0,27
0.01,0.01,50,random,logistic_topr,105,1,0,55
0.01,0.01,50,random,logistic_topr,22,5,1,0
0.01,0.01,50,random,logistic_topr,33,2,1,0
0.01,0.01,50,random,logistic_topr,24,4,1,0
0.01,0.01,50,random,logistic_topr,99,1,0,49
0.01,0.01,50,random,logistic_topr,67,4,0,17
0.01,0.01,50,random,logistic_topr,41,4,1,0
0.01,0.01,50,random,logistic_topr,11,1,1,0
0.01,0.01,50,random,logistic_topr,23,5,1,0
0.01,0.01,50,random,logistic_topr,74,1,0,24
0.01,0.01,50,random,logistic_topr,47,1,1,0
0.01,0.01,50,random,logistic_topr,70,4,0,20
0.01,0.01,50,random,logistic_topr,60,1,0,10
0.01,0.01,50,random,logistic_topr,19,1,1,0
0.01,0.01,50,random,logistic_topr,80,1,0,30
0.01,0.01,50,random,logistic_topr,18,1,1,0
0.01,0.01,50,random,logistic_topr,53,4,0,3
0.01,0.01,50,random,logistic_topr,33,5,1,0
0.01,0.01,50,random,logistic_topr,67,3,0,17
0.01,0.01,50,random,logistic_topr,24,5,1,0
0.01,0.01,50,random,logistic_topr,41,2,1,0
0.01,0.01,50,random,logistic_topr,29,2,1,0
0.01,0.01,50,random,logistic_topr,76,3,0,26
0.01,0.01,50,random,logistic_topr,31,5,1,0
0.01,0.01,50,random,logistic_topr,101,3,0,51
0.01,0.01,50,random,logistic_topr,96,1,0,46
0.01,0.01,50,random,logistic_topr,41,2,1,0
0.01,0.01,50,random,logistic_topr,54,5,0,4
0.01,0.01,50,random,logistic_topr,66,1,0,16
0.01,0.01,50,random,logistic_topr,89,1,0,39
0.01,0.01,50,random,logistic_topr,21,5,1,0
0.01,0.01,50,random,logistic_topr,38,2,1,0
0.01,0.01,50,random,logistic_topr,113,2,0,63
0.01,0.01,50,random,logistic_topr,95,1,0,45
0.01,0.01,50,random,logistic_topr,109,1,0,59
0.01,0.01,50,random,logistic_topr,19,3,1,0
0.01,0.01,50,random,logistic_topr,18,1,1,0
0.01,0.01,50,random,logistic_topr,18,4,1,0
0.01,0.01,50,random,logistic_topr,100,1,0,50
0.01,0.01,50,random,logistic_topr,18,1,1,0
0.01,0.01,50,random,logistic_topr,88,3,0,38
0.01,0.01,50,random,logistic_topr,57,2,0,7
0.01,0.01,50,random,logistic_topr,44,3,1,0
0.01,0.01,50,random,logistic_topr,73,1,0,23
0.01,0.01,50,random,logistic_topr,18,3,1,0
0.01,0.01,50,random,logistic_topr,112,4,0,62
0.01,0.01,50,random,logistic_topr,29,4,1,0
0.01,0.01,50,random,logistic_topr,31,1,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,29,2,1,0
0.01,0.01,50,random,logistic_topr,47,2,1,0
0.01,0.01,50,random,logistic_topr,46,4,1,0
0.01,0.01,50,random,logistic_topr,39,1,1,0
0.01,0.01,50,random,logistic_topr,22,4,1,0
0.01,0.01,50,random,logistic_topr,49,4,1,0
0.01,0.01,50,random,logistic_topr,51,4,0,1
0.01,0.01,50,random,logistic_topr,87,1,0,37
0.01,0.01,50,random,logistic_topr,98,5,0,48
0.01,0.01,50,random,logistic_topr,25,1,1,0
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,87,1,0,37
0.01,0.01,50,random,logistic_topr,27,3,1,0
0.01,0.01,50,random,logistic_topr,22,1,1,0
0.01,0.01,50,random,logistic_topr,32,2,1,0
0.01,0.01,50,random,logistic_topr,31,4,1,0
0.01,0.01,50,random,logistic_topr,47,5,1,0
0.01,0.01,50,random,logistic_topr,105,3,0,55
0.01,0.01,50,random,logistic_topr,17,1,1,0
0.01,0.01,50,random,logistic_topr,54,2,0,4
0.01,0.01,50,random,logistic_topr,12,1,1,0
0.01,0.01,50,random,logistic_topr,69,3,0,19
0.01,0.01,50,random,logistic_topr,49,5,1,0
0.01,0.01,50,random,logistic_topr,29,4,1,0
0.01,0.01,50,random,logistic_topr,111,1,0,61
0.01,0.01,50,random,logistic_topr,39,4,1,0
0.01,0.01,50,random,logistic_topr,99,4,0,49
0.01,0.01,50,random,logistic_topr,106,1,0,56
0.01,0.01,50,random,logistic_topr,105,1,0,55
0.01,0.01,50,random,logistic_topr,77,3,0,27
0.01,0.01,50,random,logistic_topr,68,3,0,18
0.01,0.01,50,random,logistic_topr,82,1,0,32
0.01,0.01,50,random,logistic_topr,61,3,0,11
0.01,0.01,50,random,logistic_topr,43,4,1,0
0.01,0.01,50,random,logistic_topr,47,3,1,0
0.01,0.01,50,random,logistic_topr,30,4,1,0
0.01,0.01,50,random,logistic_topr,45,4,1,0
0.01,0.01,50,random,logistic_topr,81,1,0,31
0.01,0.01,50,random,logistic_topr,130,1,0,80
0.01,0.01,50,random,logistic_topr,7,4,1,0
0.01,0.01,50,random,logistic_topr,41,1,1,0
0.01,0.01,50,random,logistic_topr,95,1,0,45
0.01,0.01,50,random,logistic_topr,33,5,1,0
0.01,0.01,50,random,logistic_topr,27,4,1,0
0.01,0.01,50,random,logistic_topr,5,3,1,0
0.01,0.01,50,random,logistic_topr,106,1,0,56
0.01,0.01,50,random,logistic_topr,24,1,1,0
0.01,0.01,50,random,logistic_topr,9,5,1,0
0.01,0.01,50,random,logistic_topr,49,2,1,0
0.01,0.01,50,random,logistic_topr,74,1,0,24
0.01,0.01,50,random,logistic_topr,32,2,1,0
0.01,0.01,50,random,logistic_topr,21,5,1,0
0.01,0.01,50,random,logistic_topr,34,4,1,0
0.01,0.01,50,random,logistic_topr,91,3,0,41
0.01,0.01,50,random,logistic_topr,85,3,0,35
0.01,0.01,50,random,logistic_topr,59,3,0,9
0.01,0.01,50,random,logistic_topr,46,4,1,0
0.01,0.01,50,random,logistic_topr,22,3,1,0
0.01,0.01,50,random,logistic_topr,17,2,1,0
0.01,0.01,50,random,logistic_topr,38,5,1,0
0.01,0.01,50,random,logistic_topr,27,2,1,0
0.01,0.01,50,random,logistic_topr,54,3,0,4
0.01,0.01,50,random,logistic_topr,26,4,1,0
0.01,0.01,50,random,logistic_topr,74,1,0,24
0.01,0.01,50,random,logistic_topr,36,1,1,0
0.01,0.01,50,random,logistic_topr,89,1,0,39
0.01,0.01,50,random,logistic_topr,21,4,1,0
0.01,0.01,50,random,logistic_topr,115,1,0,65
0.01,0.01,50,random,logistic_topr,12,1,1,0
0.01,0.01,50,random,logistic_topr,37,4,1,0
0.01,0.01,50,random,logistic_topr,106,1,0,56
0.01,0.01,50,random,logistic_topr,74,1,0,24
0.01,0.01,50,random,logistic_topr,51,5,0,1
0.01,0.01,50,random,logistic_topr,57,2,0,7
0.01,0.01,50,random,logistic_topr,40,3,1,0
0.01,0.01,50,random,logistic_topr,15,1,1,0
0.01,0.01,50,random,logistic_topr,70,1,0,20
0.01,0.01,50,random,logistic_topr,61,5,0,11
0.01,0.01,50,random,logistic_topr,76,5,0,26
0.01,0.01,50,random,logistic_topr,18,4,1,0
0.01,0.01,50,random,logistic_topr,13,1,1,0
0.01,0.01,50,random,logistic_topr,40,3,1,0
0.01,0.01,50,random,logistic_topr,46,3,1,0
0.01,0.01,50,random,logistic_topr,49,5,1,0
0.01,0.01,50,random,logistic_topr,30,1,1,0
